"state","city","datePosted","warehouse_jobsPosted"
"GA","columbus",2020-08-07,6
"GA","columbus",2020-08-08,1
"GA","columbus",2020-08-10,4
"GA","columbus",2020-08-12,1
"GA","columbus",2020-08-13,2
"GA","columbus",2020-08-14,3
"GA","columbus",2020-08-17,3
"GA","johns+creek",2020-06-25,1
"GA","johns+creek",2020-06-26,1
"GA","johns+creek",2020-06-29,2
"GA","johns+creek",2020-07-02,1
"GA","johns+creek",2020-07-03,3
"GA","johns+creek",2020-07-05,1
"GA","johns+creek",2020-07-07,3
"GA","johns+creek",2020-07-08,3
"GA","johns+creek",2020-07-09,8
"GA","johns+creek",2020-07-10,4
"GA","johns+creek",2020-07-11,3
"GA","johns+creek",2020-07-13,4
"GA","johns+creek",2020-07-14,2
"GA","johns+creek",2020-07-15,7
"GA","johns+creek",2020-07-16,9
"GA","johns+creek",2020-07-17,7
"GA","johns+creek",2020-07-18,5
"GA","johns+creek",2020-07-19,5
"GA","johns+creek",2020-07-20,10
"GA","johns+creek",2020-07-21,4
"GA","johns+creek",2020-07-22,10
"GA","johns+creek",2020-07-23,8
"GA","johns+creek",2020-07-24,7
"GA","johns+creek",2020-07-25,4
"GA","johns+creek",2020-07-27,10
"GA","johns+creek",2020-07-28,6
"GA","johns+creek",2020-07-29,5
"GA","johns+creek",2020-07-30,13
"GA","johns+creek",2020-07-31,3
"GA","johns+creek",2020-08-01,12
"GA","johns+creek",2020-08-02,4
"GA","johns+creek",2020-08-03,10
"GA","johns+creek",2020-08-04,5
"GA","johns+creek",2020-08-05,4
"GA","johns+creek",2020-08-06,8
"GA","johns+creek",2020-08-07,11
"GA","johns+creek",2020-08-08,4
"GA","johns+creek",2020-08-10,4
"GA","johns+creek",2020-08-11,5
"GA","johns+creek",2020-08-12,4
"GA","johns+creek",2020-08-13,1
"GA","johns+creek",2020-08-14,6
"GA","johns+creek",2020-08-15,1
"GA","johns+creek",2020-08-17,5
"GA","macon+county",2020-06-21,1
"GA","macon+county",2020-06-24,2
"GA","macon+county",2020-06-26,1
"GA","macon+county",2020-06-29,2
"GA","macon+county",2020-06-30,6
"GA","macon+county",2020-07-01,2
"GA","macon+county",2020-07-06,1
"GA","macon+county",2020-07-07,2
"GA","macon+county",2020-07-08,4
"GA","macon+county",2020-07-09,1
"GA","macon+county",2020-07-10,5
"GA","macon+county",2020-07-14,3
"GA","macon+county",2020-07-15,2
"GA","macon+county",2020-07-16,2
"GA","macon+county",2020-07-17,4
"GA","macon+county",2020-07-18,3
"GA","macon+county",2020-07-20,2
"GA","macon+county",2020-07-21,4
"GA","macon+county",2020-07-22,6
"GA","macon+county",2020-07-23,10
"GA","macon+county",2020-07-24,3
"GA","macon+county",2020-07-25,1
"GA","macon+county",2020-07-28,10
"GA","macon+county",2020-07-29,4
"GA","macon+county",2020-07-30,4
"GA","macon+county",2020-07-31,3
"GA","macon+county",2020-08-01,3
"GA","macon+county",2020-08-02,3
"GA","macon+county",2020-08-03,2
"GA","macon+county",2020-08-04,5
"GA","macon+county",2020-08-05,2
"GA","macon+county",2020-08-06,4
"GA","macon+county",2020-08-07,3
"GA","macon+county",2020-08-08,4
"GA","macon+county",2020-08-10,3
"GA","macon+county",2020-08-11,5
"GA","macon+county",2020-08-12,2
"GA","macon+county",2020-08-13,3
"GA","macon+county",2020-08-14,4
"GA","macon+county",2020-08-15,1
"GA","macon+county",2020-08-17,2
"GA","roswell",2020-06-24,1
"GA","roswell",2020-06-25,1
"GA","roswell",2020-06-26,1
"GA","roswell",2020-06-29,3
"GA","roswell",2020-06-30,2
"GA","roswell",2020-07-02,1
"GA","roswell",2020-07-03,1
"GA","roswell",2020-07-07,2
"GA","roswell",2020-07-08,2
"GA","roswell",2020-07-09,8
"GA","roswell",2020-07-10,7
"GA","roswell",2020-07-11,4
"GA","roswell",2020-07-13,3
"GA","roswell",2020-07-14,1
"GA","roswell",2020-07-15,7
"GA","roswell",2020-07-16,26
"GA","roswell",2020-07-17,10
"GA","roswell",2020-07-18,3
"GA","roswell",2020-07-19,5
"GA","roswell",2020-07-20,10
"GA","roswell",2020-07-21,6
"GA","roswell",2020-07-22,9
"GA","roswell",2020-07-23,7
"GA","roswell",2020-07-24,8
"GA","roswell",2020-07-25,8
"GA","roswell",2020-07-27,12
"GA","roswell",2020-07-28,5
"GA","roswell",2020-07-29,3
"GA","roswell",2020-07-30,14
"GA","roswell",2020-07-31,3
"GA","roswell",2020-08-01,15
"GA","roswell",2020-08-02,1
"GA","roswell",2020-08-03,11
"GA","roswell",2020-08-04,2
"GA","roswell",2020-08-05,4
"GA","roswell",2020-08-06,9
"GA","roswell",2020-08-07,10
"GA","roswell",2020-08-08,6
"GA","roswell",2020-08-10,4
"GA","roswell",2020-08-11,3
"GA","roswell",2020-08-12,3
"GA","roswell",2020-08-13,4
"GA","roswell",2020-08-14,9
"GA","roswell",2020-08-15,3
"GA","roswell",2020-08-17,4
"GA","sandy+springs",2020-06-25,1
"GA","sandy+springs",2020-06-29,1
"GA","sandy+springs",2020-06-30,1
"GA","sandy+springs",2020-07-02,1
"GA","sandy+springs",2020-07-03,2
"GA","sandy+springs",2020-07-06,2
"GA","sandy+springs",2020-07-07,2
"GA","sandy+springs",2020-07-09,4
"GA","sandy+springs",2020-07-10,3
"GA","sandy+springs",2020-07-11,6
"GA","sandy+springs",2020-07-13,3
"GA","sandy+springs",2020-07-14,1
"GA","sandy+springs",2020-07-15,4
"GA","sandy+springs",2020-07-16,15
"GA","sandy+springs",2020-07-17,6
"GA","sandy+springs",2020-07-18,2
"GA","sandy+springs",2020-07-19,4
"GA","sandy+springs",2020-07-20,4
"GA","sandy+springs",2020-07-21,4
"GA","sandy+springs",2020-07-22,8
"GA","sandy+springs",2020-07-23,12
"GA","sandy+springs",2020-07-24,7
"GA","sandy+springs",2020-07-25,7
"GA","sandy+springs",2020-07-27,11
"GA","sandy+springs",2020-07-28,4
"GA","sandy+springs",2020-07-29,1
"GA","sandy+springs",2020-07-30,8
"GA","sandy+springs",2020-07-31,8
"GA","sandy+springs",2020-08-01,13
"GA","sandy+springs",2020-08-02,2
"GA","sandy+springs",2020-08-03,10
"GA","sandy+springs",2020-08-04,3
"GA","sandy+springs",2020-08-05,5
"GA","sandy+springs",2020-08-06,11
"GA","sandy+springs",2020-08-07,10
"GA","sandy+springs",2020-08-08,3
"GA","sandy+springs",2020-08-10,6
"GA","sandy+springs",2020-08-11,2
"GA","sandy+springs",2020-08-12,2
"GA","sandy+springs",2020-08-13,3
"GA","sandy+springs",2020-08-14,6
"GA","sandy+springs",2020-08-15,3
"GA","sandy+springs",2020-08-17,2
"GA","savannah",2020-06-23,1
"GA","savannah",2020-06-25,1
"GA","savannah",2020-06-26,2
"GA","savannah",2020-06-27,1
"GA","savannah",2020-06-29,2
"GA","savannah",2020-07-01,1
"GA","savannah",2020-07-02,2
"GA","savannah",2020-07-03,3
"GA","savannah",2020-07-04,2
"GA","savannah",2020-07-06,4
"GA","savannah",2020-07-07,3
"GA","savannah",2020-07-08,5
"GA","savannah",2020-07-09,5
"GA","savannah",2020-07-10,5
"GA","savannah",2020-07-11,1
"GA","savannah",2020-07-12,1
"GA","savannah",2020-07-13,5
"GA","savannah",2020-07-14,1
"GA","savannah",2020-07-15,5
"GA","savannah",2020-07-16,7
"GA","savannah",2020-07-17,11
"GA","savannah",2020-07-18,9
"GA","savannah",2020-07-20,3
"GA","savannah",2020-07-21,16
"GA","savannah",2020-07-22,9
"GA","savannah",2020-07-23,1
"GA","savannah",2020-07-24,3
"GA","savannah",2020-07-26,2
"GA","savannah",2020-07-27,8
"GA","savannah",2020-07-28,3
"GA","savannah",2020-07-29,10
"GA","savannah",2020-07-30,8
"GA","savannah",2020-07-31,2
"GA","savannah",2020-08-01,3
"GA","savannah",2020-08-02,1
"GA","savannah",2020-08-03,14
"GA","savannah",2020-08-04,5
"GA","savannah",2020-08-05,6
"GA","savannah",2020-08-06,2
"GA","savannah",2020-08-07,5
"GA","savannah",2020-08-08,8
"GA","savannah",2020-08-09,3
"GA","savannah",2020-08-10,6
"GA","savannah",2020-08-11,4
"GA","savannah",2020-08-12,3
"GA","savannah",2020-08-13,4
"GA","savannah",2020-08-14,7
"GA","savannah",2020-08-15,5
"GA","savannah",2020-08-17,2
"HI","east+honolulu",2020-06-24,2
"HI","east+honolulu",2020-06-25,1
"HI","east+honolulu",2020-06-26,2
"HI","east+honolulu",2020-06-27,1
"HI","east+honolulu",2020-06-28,1
"HI","east+honolulu",2020-06-29,2
"HI","east+honolulu",2020-06-30,1
"HI","east+honolulu",2020-07-01,2
"HI","east+honolulu",2020-07-02,1
"HI","east+honolulu",2020-07-03,1
"HI","east+honolulu",2020-07-07,1
"HI","east+honolulu",2020-07-09,3
"HI","east+honolulu",2020-07-10,10
"HI","east+honolulu",2020-07-11,5
"HI","east+honolulu",2020-07-15,4
"HI","east+honolulu",2020-07-16,8
"HI","east+honolulu",2020-07-17,7
"HI","east+honolulu",2020-07-18,4
"HI","east+honolulu",2020-07-20,3
"HI","east+honolulu",2020-07-21,6
"HI","east+honolulu",2020-07-22,6
"HI","east+honolulu",2020-07-23,2
"HI","east+honolulu",2020-07-24,1
"HI","east+honolulu",2020-07-25,4
"HI","east+honolulu",2020-07-27,3
"HI","east+honolulu",2020-07-28,6
"HI","east+honolulu",2020-07-29,3
"HI","east+honolulu",2020-07-30,9
"HI","east+honolulu",2020-07-31,9
"HI","east+honolulu",2020-08-01,2
"HI","east+honolulu",2020-08-02,1
"HI","east+honolulu",2020-08-03,2
"HI","east+honolulu",2020-08-04,4
"HI","east+honolulu",2020-08-06,3
"HI","east+honolulu",2020-08-07,2
"HI","east+honolulu",2020-08-08,7
"HI","east+honolulu",2020-08-10,1
"HI","east+honolulu",2020-08-11,4
"HI","east+honolulu",2020-08-12,1
"HI","east+honolulu",2020-08-13,4
"HI","east+honolulu",2020-08-14,1
"HI","east+honolulu",2020-08-15,1
"HI","ewa+gentry",2020-06-24,5
"HI","ewa+gentry",2020-06-25,4
"HI","ewa+gentry",2020-06-26,2
"HI","ewa+gentry",2020-06-27,1
"HI","ewa+gentry",2020-06-28,1
"HI","ewa+gentry",2020-06-29,1
"HI","ewa+gentry",2020-06-30,1
"HI","ewa+gentry",2020-07-01,4
"HI","ewa+gentry",2020-07-02,1
"HI","ewa+gentry",2020-07-03,3
"HI","ewa+gentry",2020-07-07,3
"HI","ewa+gentry",2020-07-09,3
"HI","ewa+gentry",2020-07-10,8
"HI","ewa+gentry",2020-07-11,3
"HI","ewa+gentry",2020-07-15,3
"HI","ewa+gentry",2020-07-16,8
"HI","ewa+gentry",2020-07-17,8
"HI","ewa+gentry",2020-07-18,3
"HI","ewa+gentry",2020-07-20,4
"HI","ewa+gentry",2020-07-21,9
"HI","ewa+gentry",2020-07-22,5
"HI","ewa+gentry",2020-07-23,3
"HI","ewa+gentry",2020-07-24,4
"HI","ewa+gentry",2020-07-27,5
"HI","ewa+gentry",2020-07-28,7
"HI","ewa+gentry",2020-07-29,3
"HI","ewa+gentry",2020-07-30,2
"HI","ewa+gentry",2020-07-31,7
"HI","ewa+gentry",2020-08-02,1
"HI","ewa+gentry",2020-08-03,4
"HI","ewa+gentry",2020-08-04,5
"HI","ewa+gentry",2020-08-05,1
"HI","ewa+gentry",2020-08-06,5
"HI","ewa+gentry",2020-08-07,4
"HI","ewa+gentry",2020-08-08,7
"HI","ewa+gentry",2020-08-10,1
"HI","ewa+gentry",2020-08-11,4
"HI","ewa+gentry",2020-08-12,2
"HI","ewa+gentry",2020-08-13,2
"HI","ewa+gentry",2020-08-14,3
"HI","ewa+gentry",2020-08-15,5
"HI","hilo",2020-07-03,1
"HI","hilo",2020-07-04,1
"HI","hilo",2020-07-08,4
"HI","hilo",2020-07-13,1
"HI","hilo",2020-07-14,11
"HI","hilo",2020-07-17,5
"HI","hilo",2020-07-21,4
"HI","hilo",2020-07-22,1
"HI","hilo",2020-07-24,1
"HI","hilo",2020-07-27,3
"HI","hilo",2020-07-28,9
"HI","hilo",2020-07-30,1
"HI","hilo",2020-07-31,1
"HI","hilo",2020-08-07,1
"HI","honolulu",2020-06-24,3
"HI","honolulu",2020-06-25,2
"HI","honolulu",2020-06-26,2
"HI","honolulu",2020-06-27,1
"HI","honolulu",2020-06-28,1
"HI","honolulu",2020-06-29,1
"HI","honolulu",2020-06-30,1
"HI","honolulu",2020-07-01,1
"HI","honolulu",2020-07-07,3
"HI","honolulu",2020-07-10,11
"HI","honolulu",2020-07-11,5
"HI","honolulu",2020-07-14,1
"HI","honolulu",2020-07-15,1
"HI","honolulu",2020-07-16,6
"HI","honolulu",2020-07-17,6
"HI","honolulu",2020-07-18,3
"HI","honolulu",2020-07-20,5
"HI","honolulu",2020-07-21,8
"HI","honolulu",2020-07-22,2
"HI","honolulu",2020-07-23,3
"HI","honolulu",2020-07-24,1
"HI","honolulu",2020-07-25,4
"HI","honolulu",2020-07-27,3
"HI","honolulu",2020-07-28,7
"HI","honolulu",2020-07-29,3
"HI","honolulu",2020-07-30,7
"HI","honolulu",2020-07-31,10
"HI","honolulu",2020-08-01,2
"HI","honolulu",2020-08-03,2
"HI","honolulu",2020-08-04,6
"HI","honolulu",2020-08-06,3
"HI","honolulu",2020-08-07,3
"HI","honolulu",2020-08-08,6
"HI","honolulu",2020-08-10,1
"HI","honolulu",2020-08-11,3
"HI","honolulu",2020-08-12,2
"HI","honolulu",2020-08-13,2
"HI","honolulu",2020-08-14,1
"HI","honolulu",2020-08-15,3
"HI","kahului",2020-06-23,1
"HI","kahului",2020-06-24,1
"HI","kahului",2020-06-25,1
"HI","kahului",2020-06-26,1
"HI","kahului",2020-06-30,1
"HI","kahului",2020-07-01,2
"HI","kahului",2020-07-06,1
"HI","kahului",2020-07-08,2
"HI","kahului",2020-07-09,4
"HI","kahului",2020-07-11,3
"HI","kahului",2020-07-14,1
"HI","kahului",2020-07-15,3
"HI","kahului",2020-07-16,3
"HI","kahului",2020-07-17,4
"HI","kahului",2020-07-20,1
"HI","kahului",2020-07-21,2
"HI","kahului",2020-07-27,1
"HI","kahului",2020-07-28,4
"HI","kahului",2020-07-29,1
"HI","kahului",2020-07-30,1
"HI","kahului",2020-08-01,3
"HI","kahului",2020-08-04,3
"HI","kahului",2020-08-05,2
"HI","kahului",2020-08-07,4
"HI","kahului",2020-08-08,3
"HI","kahului",2020-08-14,3
"HI","kailua",2020-06-23,1
"HI","kailua",2020-06-24,3
"HI","kailua",2020-06-25,4
"HI","kailua",2020-06-26,2
"HI","kailua",2020-06-27,1
"HI","kailua",2020-06-28,1
"HI","kailua",2020-06-29,1
"HI","kailua",2020-06-30,2
"HI","kailua",2020-07-01,4
"HI","kailua",2020-07-02,1
"HI","kailua",2020-07-03,2
"HI","kailua",2020-07-07,3
"HI","kailua",2020-07-09,3
"HI","kailua",2020-07-10,12
"HI","kailua",2020-07-11,4
"HI","kailua",2020-07-15,4
"HI","kailua",2020-07-16,7
"HI","kailua",2020-07-17,8
"HI","kailua",2020-07-18,2
"HI","kailua",2020-07-20,5
"HI","kailua",2020-07-21,10
"HI","kailua",2020-07-22,7
"HI","kailua",2020-07-23,2
"HI","kailua",2020-07-24,1
"HI","kailua",2020-07-25,2
"HI","kailua",2020-07-27,2
"HI","kailua",2020-07-28,6
"HI","kailua",2020-07-29,3
"HI","kailua",2020-07-30,8
"HI","kailua",2020-07-31,8
"HI","kailua",2020-08-01,1
"HI","kailua",2020-08-03,4
"HI","kailua",2020-08-04,5
"HI","kailua",2020-08-06,1
"HI","kailua",2020-08-08,7
"HI","kailua",2020-08-10,1
"HI","kailua",2020-08-11,5
"HI","kailua",2020-08-12,1
"HI","kailua",2020-08-13,4
"HI","kailua",2020-08-14,3
"HI","kailua",2020-08-15,2
"HI","kailua",2020-08-16,1
"HI","kaneohe",2020-06-23,1
"HI","kaneohe",2020-06-24,3
"HI","kaneohe",2020-06-25,3
"HI","kaneohe",2020-06-26,2
"HI","kaneohe",2020-06-27,1
"HI","kaneohe",2020-06-28,1
"HI","kaneohe",2020-06-29,1
"HI","kaneohe",2020-06-30,2
"HI","kaneohe",2020-07-01,3
"HI","kaneohe",2020-07-03,1
"HI","kaneohe",2020-07-07,2
"HI","kaneohe",2020-07-09,1
"HI","kaneohe",2020-07-10,10
"HI","kaneohe",2020-07-11,5
"HI","kaneohe",2020-07-15,4
"HI","kaneohe",2020-07-16,6
"HI","kaneohe",2020-07-17,6
"HI","kaneohe",2020-07-18,3
"HI","kaneohe",2020-07-20,5
"HI","kaneohe",2020-07-21,11
"HI","kaneohe",2020-07-22,3
"HI","kaneohe",2020-07-23,2
"HI","kaneohe",2020-07-24,2
"HI","kaneohe",2020-07-25,3
"HI","kaneohe",2020-07-27,4
"HI","kaneohe",2020-07-28,5
"HI","kaneohe",2020-07-29,3
"HI","kaneohe",2020-07-30,5
"HI","kaneohe",2020-07-31,7
"HI","kaneohe",2020-08-01,2
"HI","kaneohe",2020-08-03,3
"HI","kaneohe",2020-08-04,4
"HI","kaneohe",2020-08-06,2
"HI","kaneohe",2020-08-07,3
"HI","kaneohe",2020-08-08,6
"HI","kaneohe",2020-08-11,5
"HI","kaneohe",2020-08-12,2
"HI","kaneohe",2020-08-13,3
"HI","kaneohe",2020-08-14,3
"HI","kaneohe",2020-08-15,4
"HI","mililani+town",2020-06-23,2
"HI","mililani+town",2020-06-24,3
"HI","mililani+town",2020-06-25,5
"HI","mililani+town",2020-06-26,2
"HI","mililani+town",2020-06-27,1
"HI","mililani+town",2020-06-28,1
"HI","mililani+town",2020-06-29,1
"HI","mililani+town",2020-06-30,1
"HI","mililani+town",2020-07-01,3
"HI","mililani+town",2020-07-02,2
"HI","mililani+town",2020-07-03,2
"HI","mililani+town",2020-07-07,3
"HI","mililani+town",2020-07-09,2
"HI","mililani+town",2020-07-10,9
"HI","mililani+town",2020-07-11,6
"HI","mililani+town",2020-07-13,1
"HI","mililani+town",2020-07-15,3
"HI","mililani+town",2020-07-16,10
"HI","mililani+town",2020-07-17,10
"HI","mililani+town",2020-07-18,2
"HI","mililani+town",2020-07-20,5
"HI","mililani+town",2020-07-21,8
"HI","mililani+town",2020-07-22,3
"HI","mililani+town",2020-07-23,3
"HI","mililani+town",2020-07-24,4
"HI","mililani+town",2020-07-25,6
"HI","mililani+town",2020-07-27,5
"HI","mililani+town",2020-07-28,4
"HI","mililani+town",2020-07-29,3
"HI","mililani+town",2020-07-30,4
"HI","mililani+town",2020-07-31,9
"HI","mililani+town",2020-08-03,2
"HI","mililani+town",2020-08-04,5
"HI","mililani+town",2020-08-05,1
"HI","mililani+town",2020-08-06,4
"HI","mililani+town",2020-08-07,4
"HI","mililani+town",2020-08-08,7
"HI","mililani+town",2020-08-10,1
"HI","mililani+town",2020-08-11,5
"HI","mililani+town",2020-08-12,1
"HI","mililani+town",2020-08-13,1
"HI","mililani+town",2020-08-14,3
"HI","mililani+town",2020-08-15,5
"HI","pearl+city",2020-06-24,3
"HI","pearl+city",2020-06-26,1
"HI","pearl+city",2020-06-27,1
"HI","pearl+city",2020-06-28,1
"HI","pearl+city",2020-06-30,2
"HI","pearl+city",2020-07-01,1
"HI","pearl+city",2020-07-02,1
"HI","pearl+city",2020-07-03,1
"HI","pearl+city",2020-07-07,2
"HI","pearl+city",2020-07-09,2
"HI","pearl+city",2020-07-10,8
"HI","pearl+city",2020-07-11,5
"HI","pearl+city",2020-07-13,1
"HI","pearl+city",2020-07-15,4
"HI","pearl+city",2020-07-16,8
"HI","pearl+city",2020-07-17,7
"HI","pearl+city",2020-07-18,4
"HI","pearl+city",2020-07-20,4
"HI","pearl+city",2020-07-21,11
"HI","pearl+city",2020-07-22,2
"HI","pearl+city",2020-07-23,2
"HI","pearl+city",2020-07-24,4
"HI","pearl+city",2020-07-25,2
"HI","pearl+city",2020-07-27,6
"HI","pearl+city",2020-07-28,7
"HI","pearl+city",2020-07-29,3
"HI","pearl+city",2020-07-30,7
"HI","pearl+city",2020-07-31,6
"HI","pearl+city",2020-08-03,4
"HI","pearl+city",2020-08-04,5
"HI","pearl+city",2020-08-06,4
"HI","pearl+city",2020-08-07,4
"HI","pearl+city",2020-08-08,7
"HI","pearl+city",2020-08-11,6
"HI","pearl+city",2020-08-12,1
"HI","pearl+city",2020-08-13,3
"HI","pearl+city",2020-08-14,3
"HI","pearl+city",2020-08-15,3
"HI","waipahu",2020-06-24,4
"HI","waipahu",2020-06-25,3
"HI","waipahu",2020-06-26,1
"HI","waipahu",2020-06-27,1
"HI","waipahu",2020-06-28,1
"HI","waipahu",2020-06-29,1
"HI","waipahu",2020-06-30,2
"HI","waipahu",2020-07-01,3
"HI","waipahu",2020-07-02,3
"HI","waipahu",2020-07-03,3
"HI","waipahu",2020-07-07,3
"HI","waipahu",2020-07-09,1
"HI","waipahu",2020-07-10,10
"HI","waipahu",2020-07-11,6
"HI","waipahu",2020-07-15,4
"HI","waipahu",2020-07-16,11
"HI","waipahu",2020-07-17,7
"HI","waipahu",2020-07-18,4
"HI","waipahu",2020-07-20,5
"HI","waipahu",2020-07-21,11
"HI","waipahu",2020-07-22,2
"HI","waipahu",2020-07-23,3
"HI","waipahu",2020-07-24,3
"HI","waipahu",2020-07-25,2
"HI","waipahu",2020-07-27,4
"HI","waipahu",2020-07-28,6
"HI","waipahu",2020-07-29,3
"HI","waipahu",2020-07-30,7
"HI","waipahu",2020-07-31,9
"HI","waipahu",2020-08-02,1
"HI","waipahu",2020-08-03,4
"HI","waipahu",2020-08-04,5
"HI","waipahu",2020-08-06,4
"HI","waipahu",2020-08-07,5
"HI","waipahu",2020-08-08,5
"HI","waipahu",2020-08-10,1
"HI","waipahu",2020-08-11,4
"HI","waipahu",2020-08-12,1
"HI","waipahu",2020-08-13,2
"HI","waipahu",2020-08-14,2
"HI","waipahu",2020-08-15,4
"IA","ames",2020-06-23,2
"IA","ames",2020-06-24,1
"IA","ames",2020-06-26,1
"IA","ames",2020-06-29,2
"IA","ames",2020-06-30,1
"IA","ames",2020-07-01,2
"IA","ames",2020-07-02,3
"IA","ames",2020-07-03,2
"IA","ames",2020-07-07,1
"IA","ames",2020-07-08,4
"IA","ames",2020-07-09,6
"IA","ames",2020-07-10,2
"IA","ames",2020-07-11,4
"IA","ames",2020-07-12,2
"IA","ames",2020-07-13,6
"IA","ames",2020-07-14,6
"IA","ames",2020-07-15,4
"IA","ames",2020-07-16,3
"IA","ames",2020-07-17,6
"IA","ames",2020-07-18,2
"IA","ames",2020-07-20,12
"IA","ames",2020-07-21,13
"IA","ames",2020-07-22,6
"IA","ames",2020-07-23,11
"IA","ames",2020-07-24,6
"IA","ames",2020-07-25,1
"IA","ames",2020-07-26,2
"IA","ames",2020-07-27,5
"IA","ames",2020-07-28,10
"IA","ames",2020-07-29,5
"IA","ames",2020-07-30,5
"IA","ames",2020-07-31,7
"IA","ames",2020-08-01,3
"IA","ames",2020-08-03,4
"IA","ames",2020-08-04,1
"IA","ames",2020-08-05,4
"IA","ames",2020-08-06,4
"IA","ames",2020-08-07,9
"IA","ames",2020-08-08,12
"IA","ames",2020-08-10,2
"IA","ames",2020-08-11,4
"IA","ames",2020-08-12,3
"IA","ames",2020-08-13,2
"IA","ames",2020-08-14,5
"IA","ames",2020-08-15,3
"IA","ames",2020-08-17,1
"IA","ankeny",2020-06-23,1
"IA","ankeny",2020-06-26,1
"IA","ankeny",2020-06-27,1
"IA","ankeny",2020-06-28,2
"IA","ankeny",2020-06-29,2
"IA","ankeny",2020-07-02,1
"IA","ankeny",2020-07-03,1
"IA","ankeny",2020-07-07,2
"IA","ankeny",2020-07-08,8
"IA","ankeny",2020-07-09,8
"IA","ankeny",2020-07-10,3
"IA","ankeny",2020-07-11,4
"IA","ankeny",2020-07-12,4
"IA","ankeny",2020-07-13,8
"IA","ankeny",2020-07-14,7
"IA","ankeny",2020-07-15,2
"IA","ankeny",2020-07-16,6
"IA","ankeny",2020-07-17,7
"IA","ankeny",2020-07-20,9
"IA","ankeny",2020-07-21,12
"IA","ankeny",2020-07-22,4
"IA","ankeny",2020-07-23,5
"IA","ankeny",2020-07-24,9
"IA","ankeny",2020-07-25,1
"IA","ankeny",2020-07-26,1
"IA","ankeny",2020-07-27,3
"IA","ankeny",2020-07-28,7
"IA","ankeny",2020-07-29,3
"IA","ankeny",2020-07-30,8
"IA","ankeny",2020-07-31,7
"IA","ankeny",2020-08-01,1
"IA","ankeny",2020-08-03,10
"IA","ankeny",2020-08-04,2
"IA","ankeny",2020-08-05,2
"IA","ankeny",2020-08-06,2
"IA","ankeny",2020-08-07,3
"IA","ankeny",2020-08-08,8
"IA","ankeny",2020-08-10,6
"IA","ankeny",2020-08-11,1
"IA","ankeny",2020-08-12,4
"IA","ankeny",2020-08-13,3
"IA","ankeny",2020-08-14,4
"IA","ankeny",2020-08-15,7
"IA","ankeny",2020-08-16,1
"IA","ankeny",2020-08-17,2
"IA","cedar+rapids",2020-06-23,2
"IA","cedar+rapids",2020-06-24,1
"IA","cedar+rapids",2020-06-25,3
"IA","cedar+rapids",2020-06-26,3
"IA","cedar+rapids",2020-06-27,1
"IA","cedar+rapids",2020-06-30,3
"IA","cedar+rapids",2020-07-02,5
"IA","cedar+rapids",2020-07-03,2
"IA","cedar+rapids",2020-07-07,3
"IA","cedar+rapids",2020-07-08,3
"IA","cedar+rapids",2020-07-09,3
"IA","cedar+rapids",2020-07-10,9
"IA","cedar+rapids",2020-07-11,2
"IA","cedar+rapids",2020-07-14,2
"IA","cedar+rapids",2020-07-15,18
"IA","cedar+rapids",2020-07-16,3
"IA","cedar+rapids",2020-07-17,5
"IA","cedar+rapids",2020-07-18,7
"IA","cedar+rapids",2020-07-20,3
"IA","cedar+rapids",2020-07-21,3
"IA","cedar+rapids",2020-07-22,5
"IA","cedar+rapids",2020-07-23,6
"IA","cedar+rapids",2020-07-24,8
"IA","cedar+rapids",2020-07-25,4
"IA","cedar+rapids",2020-07-27,12
"IA","cedar+rapids",2020-07-28,7
"IA","cedar+rapids",2020-07-29,6
"IA","cedar+rapids",2020-07-30,2
"IA","cedar+rapids",2020-07-31,7
"IA","cedar+rapids",2020-08-01,3
"IA","cedar+rapids",2020-08-02,1
"IA","cedar+rapids",2020-08-03,6
"IA","cedar+rapids",2020-08-04,7
"IA","cedar+rapids",2020-08-05,2
"IA","cedar+rapids",2020-08-06,4
"IA","cedar+rapids",2020-08-07,5
"IA","cedar+rapids",2020-08-08,2
"IA","cedar+rapids",2020-08-10,3
"IA","cedar+rapids",2020-08-11,1
"IA","cedar+rapids",2020-08-12,4
"IA","cedar+rapids",2020-08-13,2
"IA","cedar+rapids",2020-08-14,2
"IA","cedar+rapids",2020-08-15,2
"IA","cedar+rapids",2020-08-17,1
"IA","council+bluffs",2020-06-23,2
"IA","council+bluffs",2020-06-25,1
"IA","council+bluffs",2020-06-27,1
"IA","council+bluffs",2020-06-29,1
"IA","council+bluffs",2020-07-01,1
"IA","council+bluffs",2020-07-02,3
"IA","council+bluffs",2020-07-05,1
"IA","council+bluffs",2020-07-07,1
"IA","council+bluffs",2020-07-08,9
"IA","council+bluffs",2020-07-09,5
"IA","council+bluffs",2020-07-10,3
"IA","council+bluffs",2020-07-11,1
"IA","council+bluffs",2020-07-12,2
"IA","council+bluffs",2020-07-13,4
"IA","council+bluffs",2020-07-14,3
"IA","council+bluffs",2020-07-15,4
"IA","council+bluffs",2020-07-16,5
"IA","council+bluffs",2020-07-17,8
"IA","council+bluffs",2020-07-18,1
"IA","council+bluffs",2020-07-20,6
"IA","council+bluffs",2020-07-21,6
"IA","council+bluffs",2020-07-22,8
"IA","council+bluffs",2020-07-23,8
"IA","council+bluffs",2020-07-24,7
"IA","council+bluffs",2020-07-25,4
"IA","council+bluffs",2020-07-27,10
